[fileType],Electrode
[electrodeType],DIXI15
[trajectory],elec1,4.90183,48.447,-6.11958,37.982,48.447,25.515,0,
[contact],elec11,0,5.62455,48.447,-5.42845,,0,-1,0,
[contact],elec12,1,8.15408,48.447,-3.00946,,0,-1,0,
[contact],elec13,2,10.6836,48.447,-0.590476,,0,-1,0,
[contact],elec14,3,13.2131,48.447,1.82851,,0,-1,0,
[contact],elec15,4,15.7427,48.447,4.24749,,0,-1,0,
[contact],elec16,5,18.2722,48.447,6.66648,,0,-1,0,
[contact],elec17,6,20.8017,48.447,9.08546,,0,-1,0,
[contact],elec18,7,23.3312,48.447,11.5044,,0,-1,0,
[contact],elec19,8,25.8608,48.447,13.9234,,0,-1,0,
[contact],elec110,9,28.3903,48.447,16.3424,,0,-1,0,
[contact],elec111,10,30.9198,48.447,18.7614,,0,-1,0,
[contact],elec112,11,33.4494,48.447,21.1804,,0,-1,0,
[contact],elec113,12,35.9789,48.447,23.5994,,0,-1,0,
[contact],elec114,13,38.5084,48.447,26.0184,,0,-1,0,
[contact],elec115,14,41.0379,48.447,28.4373,,0,-1,0,
[channel],elec11-2,0,5.62455,48.447,-5.42845,8.15408,48.447,-3.00946,,0,-1,0,
[channel],elec12-3,1,8.15408,48.447,-3.00946,10.6836,48.447,-0.590476,,0,-1,0,
[channel],elec13-4,2,10.6836,48.447,-0.590476,13.2131,48.447,1.82851,,0,-1,0,
[channel],elec14-5,3,13.2131,48.447,1.82851,15.7427,48.447,4.24749,,0,-1,0,
[channel],elec15-6,4,15.7427,48.447,4.24749,18.2722,48.447,6.66648,,0,-1,0,
[channel],elec16-7,5,18.2722,48.447,6.66648,20.8017,48.447,9.08546,,0,-1,0,
[channel],elec17-8,6,20.8017,48.447,9.08546,23.3312,48.447,11.5044,,0,-1,0,
[channel],elec18-9,7,23.3312,48.447,11.5044,25.8608,48.447,13.9234,,0,-1,0,
[channel],elec19-10,8,25.8608,48.447,13.9234,28.3903,48.447,16.3424,,0,-1,0,
[channel],elec110-11,9,28.3903,48.447,16.3424,30.9198,48.447,18.7614,,0,-1,0,
[channel],elec111-12,10,30.9198,48.447,18.7614,33.4494,48.447,21.1804,,0,-1,0,
[channel],elec112-13,11,33.4494,48.447,21.1804,35.9789,48.447,23.5994,,0,-1,0,
[channel],elec113-14,12,35.9789,48.447,23.5994,38.5084,48.447,26.0184,,0,-1,0,
[channel],elec114-15,13,38.5084,48.447,26.0184,41.0379,48.447,28.4373,,0,-1,0,
[order],ContactName,indexContact,X,Y,Z,Location,ProbaOfLocation,IsLocSet
[order],ChannelName,indexChannel,X1,Y1,Z1,X2,Y2,Z2,Location,ProbaOfLocation,IsLocSet
