[fileType],Electrode
[electrodeType],DIXI15
[trajectory],Electrode_1,10.9269,-51.9949,46.3846,51.2512,-39.919,51.3846,0,
[contact],Electrode_11,0,11.8782,-51.71,46.5026,,0,-1,0,
[contact],Electrode_12,1,15.2077,-50.7129,46.9154,,0,-1,0,
[contact],Electrode_13,2,18.5372,-49.7159,47.3283,,0,-1,0,
[contact],Electrode_14,3,21.8666,-48.7188,47.7411,,0,-1,0,
[contact],Electrode_15,4,25.1961,-47.7217,48.1539,,0,-1,0,
[contact],Electrode_16,5,28.5256,-46.7246,48.5668,,0,-1,0,
[contact],Electrode_17,6,31.8551,-45.7276,48.9796,,0,-1,0,
[contact],Electrode_18,7,35.1845,-44.7305,49.3925,,0,-1,0,
[contact],Electrode_19,8,38.514,-43.7334,49.8053,,0,-1,0,
[contact],Electrode_110,9,41.8435,-42.7363,50.2181,,0,-1,0,
[contact],Electrode_111,10,45.173,-41.7393,50.631,,0,-1,0,
[contact],Electrode_112,11,48.5024,-40.7422,51.0438,,0,-1,0,
[contact],Electrode_113,12,51.8319,-39.7451,51.4566,,0,-1,0,
[contact],Electrode_114,13,55.1614,-38.7481,51.8695,,0,-1,0,
[contact],Electrode_115,14,58.4909,-37.751,52.2823,,0,-1,0,
[channel],Electrode_11-2,0,11.8782,-51.71,46.5026,15.2077,-50.7129,46.9154,,0,-1,0,
[channel],Electrode_12-3,1,15.2077,-50.7129,46.9154,18.5372,-49.7159,47.3283,,0,-1,0,
[channel],Electrode_13-4,2,18.5372,-49.7159,47.3283,21.8666,-48.7188,47.7411,,0,-1,0,
[channel],Electrode_14-5,3,21.8666,-48.7188,47.7411,25.1961,-47.7217,48.1539,,0,-1,0,
[channel],Electrode_15-6,4,25.1961,-47.7217,48.1539,28.5256,-46.7246,48.5668,,0,-1,0,
[channel],Electrode_16-7,5,28.5256,-46.7246,48.5668,31.8551,-45.7276,48.9796,,0,-1,0,
[channel],Electrode_17-8,6,31.8551,-45.7276,48.9796,35.1845,-44.7305,49.3925,,0,-1,0,
[channel],Electrode_18-9,7,35.1845,-44.7305,49.3925,38.514,-43.7334,49.8053,,0,-1,0,
[channel],Electrode_19-10,8,38.514,-43.7334,49.8053,41.8435,-42.7363,50.2181,,0,-1,0,
[channel],Electrode_110-11,9,41.8435,-42.7363,50.2181,45.173,-41.7393,50.631,,0,-1,0,
[channel],Electrode_111-12,10,45.173,-41.7393,50.631,48.5024,-40.7422,51.0438,,0,-1,0,
[channel],Electrode_112-13,11,48.5024,-40.7422,51.0438,51.8319,-39.7451,51.4566,,0,-1,0,
[channel],Electrode_113-14,12,51.8319,-39.7451,51.4566,55.1614,-38.7481,51.8695,,0,-1,0,
[channel],Electrode_114-15,13,55.1614,-38.7481,51.8695,58.4909,-37.751,52.2823,,0,-1,0,
[order],ContactName,indexContact,X,Y,Z,Location,ProbaOfLocation,IsLocSet
[order],ChannelName,indexChannel,X1,Y1,Z1,X2,Y2,Z2,Location,ProbaOfLocation,IsLocSet
