[fileType],Electrode
[electrodeType],DIXI10
[trajectory],Electrode_4,39.7646,-24.4763,30.3816,61.3896,-22.4763,28.6855,0,
[contact],Electrode_41,0,40.7573,-24.3845,30.3037,,0,-1,0,
[contact],Electrode_42,1,44.2319,-24.0631,30.0312,,0,-1,0,
[contact],Electrode_43,2,47.7064,-23.7418,29.7587,,0,-1,0,
[contact],Electrode_44,3,51.181,-23.4204,29.4862,,0,-1,0,
[contact],Electrode_45,4,54.6555,-23.0991,29.2137,,0,-1,0,
[contact],Electrode_46,5,58.1301,-22.7777,28.9411,,0,-1,0,
[contact],Electrode_47,6,61.6046,-22.4564,28.6686,,0,-1,0,
[contact],Electrode_48,7,65.0792,-22.135,28.3961,,0,-1,0,
[contact],Electrode_49,8,68.5537,-21.8137,28.1236,,0,-1,0,
[contact],Electrode_410,9,72.0283,-21.4924,27.8511,,0,-1,0,
[channel],Electrode_41-2,0,40.7573,-24.3845,30.3037,44.2319,-24.0631,30.0312,,0,-1,0,
[channel],Electrode_42-3,1,44.2319,-24.0631,30.0312,47.7064,-23.7418,29.7587,,0,-1,0,
[channel],Electrode_43-4,2,47.7064,-23.7418,29.7587,51.181,-23.4204,29.4862,,0,-1,0,
[channel],Electrode_44-5,3,51.181,-23.4204,29.4862,54.6555,-23.0991,29.2137,,0,-1,0,
[channel],Electrode_45-6,4,54.6555,-23.0991,29.2137,58.1301,-22.7777,28.9411,,0,-1,0,
[channel],Electrode_46-7,5,58.1301,-22.7777,28.9411,61.6046,-22.4564,28.6686,,0,-1,0,
[channel],Electrode_47-8,6,61.6046,-22.4564,28.6686,65.0792,-22.135,28.3961,,0,-1,0,
[channel],Electrode_48-9,7,65.0792,-22.135,28.3961,68.5537,-21.8137,28.1236,,0,-1,0,
[channel],Electrode_49-10,8,68.5537,-21.8137,28.1236,72.0283,-21.4924,27.8511,,0,-1,0,
[order],ContactName,indexContact,X,Y,Z,Location,ProbaOfLocation,IsLocSet
[order],ChannelName,indexChannel,X1,Y1,Z1,X2,Y2,Z2,Location,ProbaOfLocation,IsLocSet
